nombre,ciudad,provincia,telefono,email,instagram,web,fuente,lat,lon,fecha
Peluquería caballeros Florencio,Madrid,Madrid,,,,,osm,40.484238,-3.6871567,2026-05-18
Alafa,Zaragoza,Aragón,,,,,osm,41.6458892,-0.8891362,2026-05-18
peluquería Iniesta,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3690009,-0.4351289,2026-05-18
peluquería Sonia Valero,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3675704,-0.4340081,2026-05-18
peluquería caballeros,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3674541,-0.4276548,2026-05-18
pelu,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3751877,-0.4195226,2026-05-18
Hatuaire,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3748228,-0.4195127,2026-05-18
Por los pelos,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3677257,-0.4219484,2026-05-18
María,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3675613,-0.4228231,2026-05-18
C & Arte,Madrid,Madrid,,,,,osm,40.482653,-3.6703097,2026-05-18
Cruz Sanz,Madrid,Madrid,,,,,osm,40.440176,-3.6444939,2026-05-18
Ramos Peluqueros,Logroño,La Rioja,,,,,osm,42.4648843,-2.4362471,2026-05-18
Francisco,Zaragoza,Aragón,,,,,osm,41.6415524,-0.8703791,2026-05-18
Peluquería Sylvia,La Cavada,Cantabria,,,,,osm,43.3520717,-3.7028553,2026-05-18
Curra,La Cavada,Cantabria,,,,,osm,43.3521799,-3.7056807,2026-05-18
Juanjo,Elche,Alicante,,,,,osm,38.2729756,-0.5398495,2026-05-18
Moda y Estilo,Elche,Alicante,,,,,osm,38.2735298,-0.5390469,2026-05-18
Marce,Elche,Alicante,,,,,osm,38.273169,-0.5376864,2026-05-18
Peluquería IM,Pamplona / Iruña,Navarra,,,,,osm,42.823562,-1.6531455,2026-05-18
Lely,Igualada,Catalunya,,,,,osm,41.5731533,1.6085703,2026-05-18
Blanc Peluqueros,Dénia,Comunitat Valenciana,+34965788300,,,,osm,38.8400206,0.1066857,2026-05-18
The Viking barber shop,Salamanca,Castilla y León,+34644253251,,,,osm,40.9693799,-5.6748417,2026-05-18
Azul,Donostia / San Sebastián,Euskadi,,,,,osm,43.3036013,-1.977252,2026-05-18
Fussion,Donostia / San Sebastián,Euskadi,,,,,osm,43.3050157,-1.9755415,2026-05-18
Ainhoa,Donostia / San Sebastián,Euskadi,,,,,osm,43.3048142,-1.9741782,2026-05-18
Kiribil,Donostia / San Sebastián,Euskadi,,,,,osm,43.311051,-2.005421,2026-05-18
Urbans,Errenteria,Euskadi,,,,,osm,43.3171602,-1.9303817,2026-05-18
Mayi,Zegama,Euskadi,,,,,osm,42.9772231,-2.2894712,2026-05-18
C>M,Montcada i Reixac,Catalunya,,,,,osm,41.4932057,2.1861615,2026-05-18
Inma Sasiain,Donostia / San Sebastián,Euskadi,,,,,osm,43.3109601,-1.965842,2026-05-18
Garland,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3930554,-0.5179211,2026-05-18
LB,Donostia / San Sebastián,Euskadi,,,,,osm,43.3091142,-1.9811612,2026-05-18
Ederka,Donostia / San Sebastián,Euskadi,,,,,osm,43.3092516,-1.9812814,2026-05-18
Beatriz Ortega,Donostia / San Sebastián,Euskadi,,,,,osm,43.3165732,-1.9839413,2026-05-18
Arantza Ayerbe,Donostia / San Sebastián,Euskadi,,,,,osm,43.302812,-1.9795398,2026-05-18
July,Las Palmas de Gran Canaria,Canarias,,,,,osm,28.1090208,-15.4209402,2026-05-18
Epoca,Salamanca,Castilla y León,,,,,osm,40.9635561,-5.6858351,2026-05-18
Ilea,Arrasate / Mondragon,Euskadi,,,,,osm,43.0663225,-2.4902003,2026-05-18
Sesiñena Ileapaindegia,Oñati,Euskadi,,,,,osm,43.03179,-2.411952,2026-05-18
doble A,Las Palmas de Gran Canaria,Canarias,,,,,osm,28.114338,-15.4231216,2026-05-18
Hermanos de la Fe,Las Palmas de Gran Canaria,Canarias,,,,,osm,28.1144961,-15.4230204,2026-05-18
ginfer,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3434587,-0.4932051,2026-05-18
Jose Mari,Oñati,Euskadi,,,,,osm,43.0314661,-2.4034717,2026-05-18
Virginia Larrañaga ile-apaindegia,Arrasate / Mondragón,Euskadi,,,,,osm,43.0660395,-2.4812834,2026-05-18
Versus,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8573789,-2.6969182,2026-05-18
Ascen Pliego,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8566552,-2.6966908,2026-05-18
Dolores,el Masnou,Catalunya,,,,,osm,41.4518742,2.2519411,2026-05-18
Peluqueria Khalid,Sestao,Euskadi,,,,,osm,43.2758971,-2.9566987,2026-05-18
Pedro Molina,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.366293,-0.4275767,2026-05-18
Marea,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.370997,-0.4145991,2026-05-18
peluquería María Celaya,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3717548,-0.414874,2026-05-18
Peluquería Nova Imatge,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3722149,-0.4145209,2026-05-18
Alex Milano,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3732293,-0.4141262,2026-05-18
peluquería unisex Venus,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3710532,-0.4123308,2026-05-18
Centro de Estética Reyes Izquierdo,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3906842,-0.5046406,2026-05-18
José Antonio,Soraluze-Placencia de las Armas,Euskadi,,,,,osm,43.2152548,-2.415958,2026-05-18
JON Ile-apaindegia,Oñati,Euskadi,,,,,osm,43.0315578,-2.4089417,2026-05-18
Artazi Ileapindegia,Oñati,Euskadi,,,,,osm,43.0311626,-2.4132165,2026-05-18
KIMA Ileapaindegia,Oñati,Euskadi,,,,,osm,43.0318695,-2.4108131,2026-05-18
Ekintza,Tolosa,Euskadi,,,,,osm,43.1336234,-2.0763852,2026-05-18
Scorpios,Las Palmas de Gran Canaria,Canarias,,,,,osm,28.1150059,-15.4244522,2026-05-18
Maritxu,Sestao,Euskadi,,,,,osm,43.2831393,-2.9873849,2026-05-18
Lydia,Donostia / San Sebastián,Euskadi,,,,,osm,43.3165736,-1.9827519,2026-05-18
Perruqueria Nuri,Badalona,Barcelona,,,,,osm,41.4439769,2.2214492,2026-05-18
3 Chick,Burgos,Castilla y León,,,,,osm,42.3418945,-3.6951307,2026-05-18
Patxi Urtxipia,Errenteria,Euskadi,+34943002447,,,,osm,43.3126696,-1.9003291,2026-05-18
Peluquería Mayso,Madrid,Madrid,,,,,osm,40.4617241,-3.5912742,2026-05-18
peluquería Romero,Aspe,Comunitat Valenciana,,,,,osm,38.3460318,-0.766865,2026-05-18
Luzz,Ávila,Castilla y León,,,,,osm,40.6467111,-4.698673,2026-05-18
Marco Aldany,Ávila,Castilla y León,,,,,osm,40.6639896,-4.6669425,2026-05-18
Ébano,Las Palmas de Gran Canaria,Canarias,,,,,osm,28.1138276,-15.4225805,2026-05-18
Iratxo,Oñati,Euskadi,,,,,osm,43.0323553,-2.4008374,2026-05-18
Ileak,Oñati,Euskadi,,,,,osm,43.032405,-2.4042095,2026-05-18
Marki Ile-apiandegia,Oñati,Euskadi,,,,,osm,43.0306058,-2.4109789,2026-05-18
MaxBell,Burgos,Castilla y León,,,,,osm,42.3360026,-3.7026591,2026-05-18
Peluquería Cristina Picazo,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.352089,-0.4977286,2026-05-18
Park Line,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3631567,-0.4308714,2026-05-18
Atelier,Portugalete,Euskadi,,,,,osm,43.3155977,-3.016167,2026-05-18
Zis Zas,Soria,Castilla y León,,,,,osm,41.7674662,-2.4801087,2026-05-18
Pilar Tomás,Soria,Castilla y León,,,,,osm,41.7606832,-2.4694799,2026-05-18
La Torre,Soria,Castilla y León,,,,,osm,41.7689211,-2.4840746,2026-05-18
HED,Barcelona,Catalunya,,,,,osm,41.3843654,2.1693054,2026-05-18
Pelidoo (canina),Alacant / Alicante,Comunitat Valenciana,,,,http://www.pelidoo.com,osm,38.38954,-0.4085433,2026-05-18
Tere Chantal,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3456698,-0.4841347,2026-05-18
Maria Antonieta,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3464274,-0.4845406,2026-05-18
Perrocker,Barcelona,Catalunya,,,,,osm,41.4029834,2.1451385,2026-05-18
Lujo..s,Vitoria-Gasteiz,Euskadi,+34945067477,,,,osm,42.8417458,-2.6970992,2026-05-18
MK,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8421209,-2.6987108,2026-05-18
YMT,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8408134,-2.6960769,2026-05-18
Leyre.bas,Vitoria-Gasteiz,Euskadi,+34945357983,,,,osm,42.8394423,-2.6965141,2026-05-18
Sasha,Labastida / Bastida,Euskadi,,,,,osm,42.5899804,-2.7925343,2026-05-18
C&R,Soria,Castilla y León,,,,,osm,41.7658438,-2.46902,2026-05-18
Candi y Marisol ileapaindegia,Labastida / Bastida,Euskadi,,,,,osm,42.5905195,-2.793249,2026-05-18
YLANG-YLANG,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8419115,-2.7003816,2026-05-18
Yaël,Burgos,Castilla y León,,,,,osm,42.3369265,-3.7259485,2026-05-18
Adats,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8459528,-2.6500612,2026-05-18
Vintage,Vitoria-Gasteiz,Euskadi,,,,,osm,42.853875,-2.6527641,2026-05-18
Kokoloko,Vitoria-Gasteiz,Euskadi,,,,,osm,42.852747,-2.6519233,2026-05-18
UR concept,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8617989,-2.6904983,2026-05-18
MAGENTA,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8622278,-2.6902996,2026-05-18
Green Capital Barbería,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8622077,-2.6894667,2026-05-18
FAMARA,Vitoria-Gasteiz,Euskadi,,,,,osm,42.866891,-2.690525,2026-05-18
Stimage,Madrid,Madrid,,,,,osm,40.4809979,-3.6625795,2026-05-18
Moisés Bárcena,Burgos,Castilla y León,+34947236046,,,,osm,42.3473193,-3.6968932,2026-05-18
Peluquería Victor Manuel,Plasencia,Extremadura,,,,,osm,40.041333,-6.0783628,2026-05-18
Oh! Peluqueros,Salamanca,Castilla y León,+34923123484,ohpeluqueros@ohpeluqueros.com,,https://ohpeluqueros.com/,osm,40.9693968,-5.6735878,2026-05-18
REDKEN,Salamanca,Castilla y León,,,,,osm,40.9731656,-5.680844,2026-05-18
Pardo,El Burgo de Osma-Ciudad de Osma,Castilla y León,,,,,osm,41.5871283,-3.0671878,2026-05-18
La Pulguita,Donostia / San Sebastián,Euskadi,,,,,osm,43.3243782,-1.97297,2026-05-18
Lion's Peluqueros,Donostia / San Sebastián,Euskadi,,,,,osm,43.3228427,-1.9713594,2026-05-18
La Barberie,Donostia / San Sebastián,Euskadi,,,,,osm,43.3232866,-1.9729317,2026-05-18
Marduk,Vitoria-Gasteiz,Euskadi,,,,,osm,42.842593,-2.6749615,2026-05-18
Amarica,Vitoria-Gasteiz,Euskadi,,,,,osm,42.8426104,-2.6732089,2026-05-18
Zirats Ileapaindegia,Mungia,Euskadi,,,,,osm,43.3518173,-2.8390212,2026-05-18
Peluquería Vanguardia,Carmona,Andalucía,+34954190407,,,,osm,37.4710781,-5.6451753,2026-05-18
Peluquería Pety,Carmona,Andalucía,,,,,osm,37.4683594,-5.655198,2026-05-18
Ángeles Barba,Málaga,Andalucía,,,,,osm,36.7230887,-4.3599744,2026-05-18
Dolls,Eibar,Euskadi,,,,,osm,43.1861681,-2.4698848,2026-05-18
Salón de belleza,Alhama de Murcia,Murcia,,,,,osm,37.8879634,-1.3528685,2026-05-18
Irudi,Tolosa,Euskadi,,,,,osm,43.1369586,-2.0730571,2026-05-18
Kyoko,Tolosa,Euskadi,,,,,osm,43.1374015,-2.0726799,2026-05-18
Honekin,Tolosa,Euskadi,,,,,osm,43.1382921,-2.071847,2026-05-18
Tris-Tras,Tolosa,Euskadi,,,,,osm,43.1388134,-2.0722709,2026-05-18
Goya Peluqueros,Zaragoza,Aragón,,,,,osm,41.6464735,-0.8938437,2026-05-18
Peluquería Nerea,Pamplona / Iruña,Navarra,,,,,osm,42.8275416,-1.6560307,2026-05-18
Peluquería NewFashyon,Pamplona / Iruña,Navarra,,,,,osm,42.8335717,-1.659981,2026-05-18
N G,Pamplona / Iruña,Navarra,,,,,osm,42.8336546,-1.6611846,2026-05-18
Formas,Eibar,Euskadi,+34943821277,,,,osm,43.1829112,-2.4763561,2026-05-18
Ana Herguijuela,Eibar,Euskadi,,,,,osm,43.1827642,-2.4758603,2026-05-18
Eider,Eibar,Euskadi,,,,,osm,43.1836562,-2.4754734,2026-05-18
Ilargi,Eibar,Euskadi,+34943202860,,,,osm,43.1836578,-2.4754374,2026-05-18
Esther,Eibar,Euskadi,,,,,osm,43.1833248,-2.4744886,2026-05-18
Ángel Peluquería,Zaragoza,Aragón,,,,,osm,41.6427523,-0.8872991,2026-05-18
Peluquería Pily-Mari José,Zaragoza,Aragón,,,,,osm,41.6477133,-0.8982435,2026-05-18
"Peluquería ""Lázaro""",Vilassar de Mar,Catalunya,,,,,osm,41.5063464,2.3894597,2026-05-18
Espill,Vilassar de Mar,Catalunya,,,,,osm,41.5053892,2.3952024,2026-05-18
Moha Said,El Ejido,Andalucía,,,,,osm,36.7723261,-2.8190881,2026-05-18
Ven que te Peino,Lugo,Galicia,,,,,osm,42.9975486,-7.5471714,2026-05-18
Urba'n Peluqueros,Lugo,Galicia,,,,,osm,42.998364,-7.5482261,2026-05-18
Carles,Vilassar de Mar,Catalunya,,,,,osm,41.5037397,2.3919268,2026-05-18
Peluqueria Paco,l'Eliana,Comunitat Valenciana,+34962743584,,,,osm,39.5657565,-0.5278565,2026-05-18
Peluquerías Low Cost,Lugo,Galicia,,,,,osm,42.9984993,-7.5476313,2026-05-18
Jesús Domínguez,Salamanca,Castilla y León,,,,,osm,40.9697826,-5.669438,2026-05-18
Peluquería Barbería 52,Salamanca,Castilla y León,,,,,osm,40.9705229,-5.6699884,2026-05-18
Pamela,Suances,Cantabria,,,,,osm,43.4250241,-4.0419495,2026-05-18
Crisland,Puerto de la Cruz,Canarias,,,,,osm,28.4162528,-16.5544764,2026-05-18
Conchita,Puerto de la Cruz,Canarias,,,,,osm,28.4161086,-16.5460231,2026-05-18
Las Chicas,Puerto de la Cruz,Canarias,,,,,osm,28.4158197,-16.5482711,2026-05-18
Chicha,Puerto de la Cruz,Canarias,,,,,osm,28.4164706,-16.5554197,2026-05-18
Hierba Buena,Puerto de la Cruz,Canarias,,,,,osm,28.4152483,-16.5468246,2026-05-18
Mary,Puerto de la Cruz,Canarias,,,,,osm,28.4164279,-16.5526449,2026-05-18
Arteixo,Puerto de la Cruz,Canarias,,,,,osm,28.4163198,-16.5457226,2026-05-18
Angelica,Puerto de la Cruz,Canarias,,,,,osm,28.4149549,-16.5394588,2026-05-18
Francis,Puerto de la Cruz,Canarias,,,,,osm,28.4171154,-16.5453132,2026-05-18
Elio,Puerto de la Cruz,Canarias,,,,,osm,28.4170549,-16.5501419,2026-05-18
J. Lam,Puerto de la Cruz,Canarias,,,,,osm,28.412855,-16.5551808,2026-05-18
Status,Puerto de la Cruz,Canarias,,,,,osm,28.4159504,-16.546768,2026-05-18
Loly,Puerto de la Cruz,Canarias,,,,,osm,28.414074,-16.5566071,2026-05-18
Begoña Balaguer,l'Eliana,Comunitat Valenciana,,,,,osm,39.5667419,-0.5295822,2026-05-18
Kanoe Estilisme,l'Eliana,Comunitat Valenciana,,,,,osm,39.5655,-0.5301427,2026-05-18
Peluquería Cocolisso,l'Eliana,Comunitat Valenciana,,,,,osm,39.5662954,-0.5289694,2026-05-18
Isabel,Puerto de la Cruz,Canarias,,,,,osm,28.3945976,-16.5202159,2026-05-18
Bambu,Puerto de la Cruz,Canarias,,,,,osm,28.3978265,-16.5777211,2026-05-18
Isa,Los Silos,Canarias,,,,,osm,28.3726813,-16.79272,2026-05-18
Carmen,Puerto de la Cruz,Canarias,,,,,osm,28.4147305,-16.5382558,2026-05-18
Contrastes,Los Silos,Canarias,,,,,osm,28.3652821,-16.8149979,2026-05-18
Zare,Icod de los Vinos,Canarias,,,,,osm,28.3804913,-16.6807895,2026-05-18
Due,Puerto de la Cruz,Canarias,,,,,osm,28.3939005,-16.5199128,2026-05-18
Deutscher Friseur,Puerto de la Cruz,Canarias,,,,,osm,28.4133214,-16.5386207,2026-05-18
Carola,Fasnia,Canarias,,,,,osm,28.1656783,-16.4289771,2026-05-18
Javier,Puerto de la Cruz,Canarias,,,,,osm,28.3976771,-16.5770026,2026-05-18
Ramón Estilistas,Badalona,Barcelona,+34933999808,,,,osm,41.4418033,2.2203648,2026-05-18
Peluquería Cristina Cué,Llanes,Asturias / Asturies,,,,,osm,43.4306125,-4.808482,2026-05-18
Peluquería Pepe Sevilla,Sevilla,Andalucía,,,,,osm,37.3674979,-5.9714706,2026-05-18
Dania,Burgos,Castilla y León,,,,,osm,42.3424518,-3.6996428,2026-05-18
Marce,Burgos,Castilla y León,,,,,osm,42.3431419,-3.6996982,2026-05-18
H2043,Burgos,Castilla y León,,,,,osm,42.3377349,-3.6959169,2026-05-18
Miguel Ángel,Burgos,Castilla y León,,,,,osm,42.3377736,-3.6961118,2026-05-18
Fantasy,Burgos,Castilla y León,,,,,osm,42.3389443,-3.6989998,2026-05-18
Peluquería Gardel,Burgos,Castilla y León,,,,,osm,42.3508435,-3.6830505,2026-05-18
Marnedi,Burgos,Castilla y León,+34947205143,,,,osm,42.3375825,-3.7023885,2026-05-18
Suma,Burgos,Castilla y León,,,,,osm,42.3375118,-3.7022742,2026-05-18
Peluqueria Ana Marta,Gijón / Xixón,Asturias / Asturies,,,,,osm,43.5383084,-5.6851344,2026-05-18
N. Pascual,Burgos,Castilla y León,,,,,osm,42.3381802,-3.700743,2026-05-18
Dori Roma,Burgos,Castilla y León,,,,,osm,42.3376265,-3.7012857,2026-05-18
Verònica,Vilafamés,Comunitat Valenciana,,,,,osm,40.1170053,-0.0506499,2026-05-18
M.D.S. Peluqueros,Burgos,Castilla y León,,,,,osm,42.348608,-3.6873995,2026-05-18
Nuevo Diseño,Burgos,Castilla y León,,,,,osm,42.3481176,-3.6966251,2026-05-18
Tony,Burgos,Castilla y León,,,,,osm,42.3369425,-3.7007733,2026-05-18
Perruqueria MªAngels,Saldes,Catalunya,,,,,osm,42.2277953,1.734629,2026-05-18
Candelas García,Burgos,Castilla y León,,,,,osm,42.3377412,-3.6969669,2026-05-18
Duo's,Badajoz,Badajoz,,,,,osm,38.8656998,-6.9874491,2026-05-18
Stylarte,Salamanca,Castilla y León,,,,,osm,40.9724583,-5.6580274,2026-05-18
Salón Apolo,Burgos,Castilla y León,,,,,osm,42.3421961,-3.6964376,2026-05-18
Luis Ángel,Burgos,Castilla y León,,,,,osm,42.3380545,-3.6979673,2026-05-18
Peluquería Dalia,O Barco,Galicia,,,,,osm,42.4167745,-6.9868252,2026-05-18
Salón 58,Gijón/Xixón,Asturias / Asturies,+34985875250,,,,osm,43.5414177,-5.6702916,2026-05-18
Peluqueria Pili C.,Gijón / Xixón,Asturias / Asturies,,,,,osm,43.5414633,-5.6703663,2026-05-18
Project,Puerto de la Cruz,Canarias,,,,,osm,28.4150723,-16.5453805,2026-05-18
Arihus,Puerto de la Cruz,Canarias,,,,,osm,28.4150644,-16.5502185,2026-05-18
Belise,Puerto de la Cruz,Canarias,,,,,osm,28.4147869,-16.5515508,2026-05-18
fUtUrocoUp,Puerto de la Cruz,Canarias,,,,,osm,28.4156681,-16.551644,2026-05-18
Tximak,Zumaia,Euskadi,+34943860449,etxabeantto@hotmail.com,,https://www.tximak.com/,osm,43.2941681,-2.2545983,2026-05-18
D'Sandy,Adeje,Canarias,,,,,osm,28.0563309,-16.7120654,2026-05-18
Innova,Burgos,Castilla y León,,,,,osm,42.3433888,-3.7124078,2026-05-18
Kingsman,Llíber,Comunitat Valenciana,,,,,osm,38.7152092,0.049359,2026-05-18
Nueva Imagen,Llíber,Comunitat Valenciana,,,,,osm,38.7153775,0.0491492,2026-05-18
Perruqueria Xavi,Terrassa,Catalunya,,,,,osm,41.5826218,2.0144357,2026-05-18
Ana Garcia,Sestao,Euskadi,,,,,osm,43.3307978,-3.0071368,2026-05-18
Tanger,Calp,Comunitat Valenciana,,,,,osm,38.643665,0.0468917,2026-05-18
Fashion Look,Nerja,Andalucía,,,,,osm,36.747214,-3.8796045,2026-05-18
Milenio,Santiago de Compostela,Galicia,,,,,osm,42.881765,-8.5392576,2026-05-18
Equip Mosquea,Vilanova i la Geltrú,Catalunya,,,,,osm,41.2294029,1.7430281,2026-05-18
Barber Corner,La Zubia,Andalucía,,,,,osm,37.1219038,-3.5820441,2026-05-18
Peluquería Collado,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3638007,-0.49635,2026-05-18
Peluquería Angel Jesús Collado,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3746364,-0.4919243,2026-05-18
Ayala,Burgos,Castilla y León,,,,,osm,42.3434008,-3.7026116,2026-05-18
Dharma,Valladolid,Castilla y León,,,,,osm,41.6465239,-4.7457497,2026-05-18
Laura,Valladolid,Valladolid,,,,,osm,41.648907,-4.7279634,2026-05-18
María Luisa Sicilia,Valladolid,Valladolid,+34983308917,info@marialuisasicilia.com,,https://www.marialuisasicilia.com/,osm,41.6491702,-4.7268408,2026-05-18
Paolo,Valladolid,Castilla y León,,,,,osm,41.649996,-4.7298876,2026-05-18
Paladins Barber Studio,Olazti / Olazagutía,Navarra,,,,,osm,42.8957442,-2.17004,2026-05-18
Cuestas,València,Comunitat Valenciana,,,,,osm,39.4539326,-0.3931228,2026-05-18
María Mónica,València,Comunitat Valenciana,,,,,osm,39.453748,-0.3926417,2026-05-18
AN,València,Comunitat Valenciana,,,,,osm,39.4535151,-0.3920078,2026-05-18
Liheto,València,Comunitat Valenciana,,,,,osm,39.4538961,-0.3901171,2026-05-18
J. Ramón,València,Comunitat Valenciana,,,,,osm,39.4527199,-0.3900187,2026-05-18
Mari Luz,València,Comunitat Valenciana,,,,,osm,39.4539836,-0.3904108,2026-05-18
Jean from Paris,San Bartolomé de Tirajana,Canarias,,,,,osm,27.756079,-15.5787782,2026-05-18
Salon California,Beniarbeig,Comunitat Valenciana,,,,,osm,38.8257472,0.0187636,2026-05-18
Perruqueria,Figueres,Catalunya,,,,,osm,42.2655413,3.019109,2026-05-18
Españolo,Murcia,Murcia,,,,,osm,37.9853211,-1.1271303,2026-05-18
Yepes,Murcia,Murcia,,,,,osm,37.9840055,-1.1268751,2026-05-18
Mabel,Murcia,Murcia,,,,,osm,37.9901849,-1.1246126,2026-05-18
Peluquería y Estética YSA,Baeza,Andalucía,,,,,osm,37.9940563,-3.468186,2026-05-18
Peluqueria Unisex GHARU,Baeza,Andalucía,,,,,osm,37.9945512,-3.4672333,2026-05-18
Peluquería Cati,Baeza,Andalucía,,,,,osm,37.9943384,-3.4673254,2026-05-18
Stylo,Pájara,Canarias,,,,,osm,28.1619944,-14.230915,2026-05-18
Rasgos Barber & Tattoo,Logroño,La Rioja,+34941511150,,,,osm,42.4571291,-2.4619075,2026-05-18
El Punto,Utrera,Andalucía,,,,,osm,37.1832355,-5.7776249,2026-05-18
Vanessa,Los Silos,Canarias,,,,,osm,28.353019,-16.7807997,2026-05-18
La Perla,Guía de Isora,Canarias,,,,,osm,28.231057,-16.839312,2026-05-18
Perruqueria home,Reus,Catalunya,,,,,osm,41.1084567,1.146687,2026-05-18
Campos Martinez,Baeza,Andalucía,,,,,osm,37.9955066,-3.467515,2026-05-18
Unisex Fernando,Baeza,Andalucía,,,,,osm,37.9951513,-3.467817,2026-05-18
Cinga,Albanchez de Mágina,Andalucía,,,,,osm,37.7916709,-3.4670768,2026-05-18
Mari,Albanchez de Mágina,Andalucía,,,,,osm,37.7916649,-3.4658352,2026-05-18
Peluquería URBANA,Baeza,Andalucía,,,,,osm,37.9950802,-3.4725903,2026-05-18
Cristina Moreno,Palma,Illes Balears,,,,,osm,39.5735546,2.6543803,2026-05-18
Yngria,Tuineje,Canarias,,,,,osm,28.2095509,-14.0266999,2026-05-18
Pili,Tuineje,Canarias,,,,,osm,28.2129764,-14.021287,2026-05-18
Ibermar,Tuineje,Canarias,,,,,osm,28.2129702,-14.0196843,2026-05-18
Jose,Baeza,Andalucía,,,,,osm,37.9927846,-3.4687395,2026-05-18
La Canga,Baeza,Andalucía,,,,,osm,37.9939367,-3.4702285,2026-05-18
Peluquería Ascen,Donostia / San Sebastián,Euskadi,,,,,osm,43.295153,-1.9535053,2026-05-18
Peluqueria Postizos,Baeza,Andalucía,,,,,osm,37.9942753,-3.4649304,2026-05-18
Peluquería José,Los Palacios y Villafranca,Andalucía,,,,,osm,37.1681724,-5.9217814,2026-05-18
Peluqueria Toñi,Baeza,Andalucía,,,,,osm,37.9939351,-3.4635593,2026-05-18
Peluquería Mari Carmen,Baeza,Andalucía,,,,,osm,37.9903675,-3.4663221,2026-05-18
Salón de Belleza Mª Fernanda,Baeza,Andalucía,,,,,osm,37.997873,-3.4670579,2026-05-18
Peluquería Paco Guzman,Baeza,Andalucía,,,,,osm,37.9918932,-3.4662098,2026-05-18
Peluquería Unisex Lloris,Orihuela,Comunitat Valenciana,,,,,osm,38.0805058,-0.946491,2026-05-18
Peluquería Ana Belén,Baeza,Andalucía,,,,,osm,37.9986291,-3.4657543,2026-05-18
Centro estética,Baeza,Andalucía,,,,,osm,37.9981906,-3.4763861,2026-05-18
"Peluquería ""Juanmi""",Baeza,Andalucía,,,,,osm,37.9987612,-3.4749587,2026-05-18
Peluquería New look,Baeza,Andalucía,,,,,osm,37.9990585,-3.4738647,2026-05-18
José María Crespo Peluquería,Bilbao,Euskadi,,,,,osm,43.2660284,-2.9322082,2026-05-18
Tot Estil,Pollença,Illes Balears,,,,,osm,39.8785797,3.0159905,2026-05-18
Peluquería y Estética,Quesada,Andalucía,,,,,osm,37.8468197,-3.0678235,2026-05-18
Peluquería Mertxe,Sestao,Euskadi,+34944923027,,,,osm,43.3036318,-3.0361277,2026-05-18
Sebastián Peluqueros,Aranda de Duero,Castilla y León,,,,,osm,41.6704995,-3.689992,2026-05-18
Oscar Peluqueros,Aranda de Duero,Castilla y León,+34655987513,,,,osm,41.6710046,-3.6903551,2026-05-18
Jesús Peluqueros,Aranda de Duero,Castilla y León,,,,,osm,41.6701698,-3.6882578,2026-05-18
Salon de beleza Mares,Madrid,Madrid,,,,,osm,40.400538,-3.6864803,2026-05-18
Peluquería Antonio,Alacant / Alicante,Comunitat Valenciana,,,,,osm,38.3442309,-0.5158419,2026-05-18
Centro Estética Iconos,Huétor Tájar,Andalucía,+34958333348,,,,osm,37.1969209,-4.0473519,2026-05-18
Angel R.R,Dos Hermanas,Andalucía,,,,,osm,37.280238,-5.9176209,2026-05-18
Gon Gran,Huétor Tájar,Andalucía,,,,,osm,37.1971587,-4.0440498,2026-05-18
Wilson Barber,Salamanca,Castilla y León,,,,,osm,40.9691256,-5.6729021,2026-05-18
Johnmary,Girona,Catalunya,,,,,osm,41.9769168,2.8206974,2026-05-18
Mar,Puerto de la Cruz,Canarias,,,,,osm,28.4005975,-16.5509341,2026-05-18
Aceval,Vigo,Galicia,,,,,osm,42.2287961,-8.7329957,2026-05-18
